name,city,address,phone,website,domain,rating,reviews,category,email,facebook,instagram,linkedin,email2,phone2
I Du Dela Contrada,"Brescia, Italy","Contrada del Carmine, 18b, 25122 Brescia BS, Italy",392 925 3416,http://www.idudelacontrada.it/,idudelacontrada.it,4.6,2606.0,osteria,,https://www.facebook.com/idu.ilcarmineebello,https://www.instagram.com/idudelacontrada/,,,"+393929253416, 03409000985"
Osteria La Colonna,"Brescia, Italy","Contrada Del Mangano, 8, 25122 Brescia BS, Italy",030 375 5422,,,4.3,276.0,osteria,,,,,,
Osteria Santissima,"Brescia, Italy","Via del Pesce, 37, 25064 Gussago BS, Italy",030 252 1685,,,4.3,785.0,osteria,,,,,,
L'Osteria Della Zia Gabri,"Brescia, Italy","Via Agostino Gallo, 17, 25121 Brescia BS, Italy",030 375 7089,,,4.6,548.0,osteria,,,,,,
Osteria Al Bianchi,"Brescia, Italy","Via Gasparo da Salò, 32, 25122 Brescia BS, Italy",030 292328,http://www.osteriaalbianchi.it/,osteriaalbianchi.it,4.4,1537.0,osteria,,https://www.facebook.com/OsteriaalBianchi/,https://www.instagram.com/osterialbianchi/,,info@OSTERIAALBIANCHI.IT,"0056135-517, 098-74254, 03573910985"
Mi Casa Osteria,"Brescia, Italy","Corso Cavour, 12d, 25121 Brescia BS, Italy",329 126 9166,https://www.facebook.com/micasaosteria/,facebook.com,4.7,170.0,osteria,,https://www.facebook.com/login,,,,"056839232, 075684469438, 036338179"
Osteria Dei Boci,"Brescia, Italy","L.go Rodolfo Vantini, 1, 25086 Rezzato BS, Italy",030 259 1108,https://instagram.com/osteriadeiboci?igshid=MzRlODBiNWFlZA==,instagram.com,4.6,292.0,osteria,,,,,,
Osteria Dell'Angelo Locale Storico in Franciacorta,"Brescia, Italy","Via Fontana, 25, 25064 Gussago BS, Italy",333 730 7996,http://www.osteriadellangelo.it/,osteriadellangelo.it,4.5,726.0,osteria,,https://www.facebook.com/angelogussago/,http://instagram.com,http://linkedin.com,"info@osteriadellangelo.it, andrew@gmail.com, osteriadellangelo@arubapec.it","00-222-000, 07626820758, 01829575"
Martha Osteria,"Brescia, Italy","P.za Tito Speri, 11, 25122 Brescia BS, Italy",366 452 7415,https://www.facebook.com/MarthaWineBar/,facebook.com,4.3,486.0,osteria,,https://www.facebook.com/login,,,,"036338179, 0042666597, 0598514747"
Pallata food house,"Brescia, Italy","Via delle Battaglie, 2/c, 25122 Brescia BS, Italy",353 339 0053,,,3.7,94.0,osteria,,,,,,
Osteria Del Maistrì,"Brescia, Italy","Località Stella, 1 Località Stella, 1, 25062 Concesio BS, Italy",030 898 2272,http://www.osteriadelmaistri.it/,osteriadelmaistri.it,4.5,380.0,osteria,info@osteriadelmaistri.it,https://www.facebook.com/osteriadelmaistri,https://www.instagram.com/osteriadelmaistri/,,info@osteriadelmaistri.it,"000000006, 000000003, 0308982272"
Osteria Alba Chiara,"Brescia, Italy","Via Roma, 44, 25064 Gussago BS, Italy",030 252 1567,,,4.6,1379.0,osteria,,,,,,
P.O. BoX Osteria PUB,"Brescia, Italy","Vicolo Due Torri, 25122 Brescia BS, Italy",,,,4.0,4.0,osteria,,,,,,
Angel Birreria-Pizzeria-Osteria,"Brescia, Italy","Via Trento, 188, 25020 Capriano del Colle BS, Italy",388 954 8552,https://birreriadaangel.appermenu.app/,birreriadaangel.appermenu.app,4.2,813.0,osteria,,,,,,"00000000000, +393429566726, +393889548552"
Il Crivello,"Brescia, Italy","Via Fratelli Bandiera, 2, 25122 Brescia BS, Italy",377 443 0763,http://www.instagram.com/ilcrivello,instagram.com,4.4,427.0,osteria,,,,,,
Osteria Vecchio Botticino,"Brescia, Italy","Piazzale Arnaldo, 6, 25121 Brescia BS, Italy",030 637 1830,https://social.quandoo.com/en/groups/osteria-vecchio-botticino-103091,social.quandoo.com,4.4,269.0,osteria,,,,,,+390306371830
Osteria Du della Contrada,"Brescia, Italy","Via Lazzaretto, 3, 25123 Brescia BS, Italy",,,,,,osteria,,,,,,
Osteria del Savio,"Brescia, Italy","Via Giovanni Piamarta, 1a, 25121 Brescia BS, Italy",030 290 6511,http://www.osteriadelsavio.com/,osteriadelsavio.com,4.4,605.0,osteria,assistenza@webador.it,,,,"assistenza@webador.it, Info@osteriadelsavio.it","000137196-, 000137214-, 000137141-"
Al Frate Osteria,"Brescia, Italy","Via dei Musei, 25, 25122 Brescia BS, Italy",345 533 5631,https://www.alfrateosteria.it/,alfrateosteria.it,4.2,632.0,osteria,,,,,info@alfrateosteria.it,"+39 345 533 5631, +39 030 1234567, 0975708231"
Osteria Tananai,"Brescia, Italy","Rua Sovera, 87, 25122 Brescia BS, Italy",030 294767,,,4.2,556.0,osteria,,,,,,
Cecosteria,"Brescia, Italy","Piazza del Mercato, 21 bis, 25121 Brescia BS, Italy",351 586 9240,https://social.quandoo.com/en/groups/Cecosteria-101626,social.quandoo.com,4.3,439.0,osteria,,,,,,"+393515869240, 074803042"
Angel Birreria Pizzeria Osteria,"Brescia, Italy","Via Giovanni Prati, 28, 25086 Rezzato BS, Italy",329 649 7975,,,4.5,127.0,osteria,,,,,,
Ristorante Hosteria di Bettini Emanuele,"Brescia, Italy","Via XXVIII Marzo 1849, Via Indipendenza, 2/B, 25135 Brescia BS, Italy",338 771 6130,http://www.ristorantehosteria.it/,ristorantehosteria.it,4.7,301.0,osteria,,https://www.facebook.com/ristorantehosteria/?ref=br_rs,https://www.instagram.com/ristorante_hosteria/,,,"000266139407, 04475760981 -"
Osteria Croce Bianca Brescia,"Brescia, Italy","Via Fratelli Bandiera, 15/d, 25122 Brescia BS, Italy",030 240 3024,,,4.5,618.0,osteria,,,,,,
Milietta Osteria Musicale,"Brescia, Italy","Via Brescia, 165, 25075 Nave BS, Italy",339 457 6789,https://www.facebook.com/miliettaosteriamusicale/,facebook.com,4.2,113.0,osteria,,https://www.facebook.com/login,,,,"09537221, 056839232, 075684469438"
Osteria piedi da Obdo,"Brescia, Italy","Via Geremia Bonomelli, 17, 25123 Brescia BS, Italy",,,,4.0,1.0,osteria,,,,,,
Osteria Cristò,"Brescia, Italy","Piazzale Arnaldo, 16, 25121 Brescia BS, Italy",342 687 2300,https://eloquent-toffee-5a470d.netlify.app/,eloquent-toffee-5a470d.netlify.app,4.0,102.0,osteria,info@osteriacristo.it,,,,info@osteriacristo.it,"+393426872300, +39 342 687 2300"
L’Antica Pizzeria da Michele Brescia,"Brescia, Italy","Via Padre Giulio Bevilacqua, 4, 25121 Brescia BS, Italy",030 799 7727,https://www.damichelebrescia.it/,damichelebrescia.it,4.6,2549.0,pizzeria,store.brescia@assetfoodholding.com,https://www.facebook.com/damichelebrescia/,https://www.instagram.com/bresciapizzeriadamichele/,,store.brescia@assetfoodholding.com,"00664069436, 08018222, 07292730483 -"
Pizzeria Gastronomia e Rosticceria O' Golfo Di Napoli,"Brescia, Italy","Via Chiusure, 254, 25127 Brescia BS, Italy",030 315133,,,4.5,599.0,pizzeria,,,,,,
Pizzeria Da Eleonora,"Brescia, Italy","Via Dalmazia, 103, 25125 Brescia BS, Italy",371 173 1582,https://www.facebook.com/Pizzeria-Da-Eleonora-1953838441564842/,facebook.com,4.1,171.0,pizzeria,,https://www.facebook.com/login,,,,"09537228, 056839232, 075684469438"
Pizzeria Pizza Sole - Pizzeria da asporto,"Brescia, Italy","Via Giuseppe Nicolini, 1, 25126 Brescia BS, Italy",030 808 4065,,,3.9,196.0,pizzeria,,,,,,
Il Quadrifoglio,"Brescia, Italy","Via Codignole, 23, 25124 Brescia BS, Italy",030 349494,https://www.facebook.com/Il-Quadrifoglio-635190816830492/,facebook.com,3.9,198.0,pizzeria,,https://www.facebook.com/login,,,,"09537228, 056839232, 075684469438"
Primavera In Città,"Brescia, Italy","Via Crocifissa di Rosa, 84, 25128 Brescia BS, Italy",030 799 6209,,,4.6,366.0,pizzeria,,,,,,
New Ali Baba Kebab e Pizzeria,"Brescia, Italy","Corso Luigi Bazoli, 24, 25134 Brescia BS, Italy",030 503 3651,https://www.facebook.com/pages/Ali-baba-kebab-pizzeia/572536109440152,facebook.com,4.2,517.0,pizzeria,,https://www.facebook.com/login,,,,"056839232, 075684469438, 036338179"
Pizzeria romana,"Brescia, Italy","Via E. Mattei, 37/39, 25030 Roncadelle BS, Italy",0383 813755,https://romanticapizza.it/?utm_source=GMB&utm_medium=organic&utm_campaign=listing-google-my-business&utm_content=Rom'antica_Roncadelle,romanticapizza.it,4.1,320.0,pizzeria,,https://web.facebook.com/Romantica-La-Pizza-Romana-109396580979947,https://www.instagram.com/romantica_lapizzaallaromana/,,,"096751088498169, 03514269, 055555555555556"
Metro Pizza,"Brescia, Italy","Corso Luigi Bazoli, 18, 25135 Brescia BS, Italy",030 782 7522,https://deliveroo.it/en/menu/brescia/brescia-due/metro-pizza-brescia,deliveroo.it,4.2,452.0,pizzeria,,,,,,
Pizzeria Abba,"Brescia, Italy","Via Settima, 35, 25127 Brescia BS, Italy",030 241 1316,,,4.5,129.0,pizzeria,,,,,,
Pizzeria Ristorante Metro',"Brescia, Italy","Via Alessandro Lamarmora, 67, 25124 Brescia BS, Italy",030 224480,,,4.3,715.0,pizzeria,,,,,,
Pizzium - Brescia,"Brescia, Italy","Via Tosio, 1, 25121 Brescia BS, Italy",030 280 7783,https://pizzium.com/locali/brescia-via-tosio-1/?utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink_Brescia_Tosio1,pizzium.com,4.3,3766.0,pizzeria,,https://www.facebook.com/pizzium,https://www.instagram.com/pizzium/,https://www.linkedin.com/company/pizziumspa/,,"071281 22, 0766607 18, 00645651 36"
Pizzeria Linus Brescia,"Brescia, Italy","Via della Volta, 6, 25124 Brescia BS, Italy",030 354 1891,http://pizzerialinus.it/,pizzerialinus.it,4.4,955.0,pizzeria,,https://www.facebook.com/Linusfoodlinebrescia/,https://www.instagram.com/explore/tags/pizzerialinus/,,,"0376 636538, 030 2793961, 030 9132873"
Pizzeria Tayer,"Brescia, Italy","Via Camillo Biseo, 45, 25128 Brescia BS, Italy",327 833 5566,https://67608d668de7c.site123.me/,67608d668de7c.site123.me,4.1,127.0,pizzeria,tayer388@gmail.com,,,,,
Pizzeria La Romana,"Brescia, Italy","Viale del Piave, 22/c, 25123 Brescia BS, Italy",327 096 8480,https://laromanapizzeria.shoppingflash.it/,laromanapizzeria.shoppingflash.it,4.2,216.0,pizzeria,,,,,,"04040822, 04031800982, 03311914"
"Pizzeria ""Nuova Santa Lucia""","Brescia, Italy","Via dello Stadio, 27, 25133 Brescia BS, Italy",030 200 4185,https://it-it.facebook.com/pages/Pizzeria-Nuova-Santa-Lucia-Di-Fabbrocino-G-C/155860484434288,it-it.facebook.com,4.3,547.0,pizzeria,,https://it-it.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"0832147598267, 03337390, 036338179"
da Pino Brescia,"Brescia, Italy","Piazza Bruno Boni, 6, 25121 Brescia BS, Italy",030 239 8872,http://www.dapino.it/,dapino.it,4.9,75.0,pizzeria,prenotazioni@dapino.it,https://www.facebook.com/dapino.it,https://www.instagram.com/dapino.it/,https://www.linkedin.com/company/qode-themes/,"servizioclienti@dapino.it, locali@dapino.it, info@dapino.it","027215002712089, 0226705517448, 004767132940"
Caprizza Brescia,"Brescia, Italy","Viale Venezia, 69, 25123 Brescia BS, Italy",030 917 2330,http://www.caprizza.it/,caprizza.it,4.2,1687.0,pizzeria,,https://www.facebook.com/caprizzaitalia,https://www.instagram.com/caprizza_italia/,,,"087349263, 00502772, 013033698"
pizzeria ciclista,"Brescia, Italy","Via G. Mazzini, 48, 25030 Torbole Casaglia BS, Italy",327 223 1565,,,4.7,25.0,pizzeria,,,,,,
La Lampara,"Brescia, Italy","Via Volturno, 25, 25126 Brescia BS, Italy",030 295923,,,4.0,1061.0,pizzeria,,,,,,
"Ristorante e Pizzeria da ""Lapi""","Brescia, Italy","Via Lucio Fiorentini, 21, Via Vittorio Arici, 4, 25134 Brescia BS, Italy",030 419 2009,http://pizzeriadalapi.it/,pizzeriadalapi.it,4.8,128.0,pizzeria,,,https://www.instagram.com/pizzeriadalapisanpolo/,,,"059 0 1 1 0 8, 011-1 1 1 0 00, +390304192009"
Leader Turkish Kebap Pizza - Grill - Bar - Ristorante,"Brescia, Italy","Viale della Stazione, 19/21, 25122 Brescia BS, Italy",327 939 4059,https://leaderturkishkebabpizzeriagrill.eatbu.com/?lang=tr,leaderturkishkebabpizzeriagrill.eatbu.com,4.3,89.0,pizzeria,emregunes0308@gmail.com,,,,,
Pizzeria Take Away - Asporto e Consegne a Domicilio,"Brescia, Italy","Via Pasubio, 3, 25128 Brescia BS, Italy",030 392910,https://www.instagram.com/takeaway3173?igsh=Z2o4eDB6dXpiem04,instagram.com,3.9,91.0,pizzeria,,,,,,
Ristorante pizzeria Janna,"Brescia, Italy","Via S. Faustino, 34, 25122 Brescia BS, Italy",030 44392,https://www.ristorantepizzeriajanna.com/,ristorantepizzeriajanna.com,4.2,469.0,pizzeria,info@ristorantepizzeriajanna.com,https://www.facebook.com/groups/125205587507431/?ref=ts&fref=ts,,,info@ristorantepizzeriajanna.com,"030 44392, 02565666, 05587507431"
Pizzeria Ti do una pizza,"Brescia, Italy","Via Giuseppe Garibaldi, 24, 25086 Rezzato BS, Italy",327 217 0106,,,4.3,133.0,pizzeria,,,,,,
Pizzeria La Grotta,"Brescia, Italy","Via Brescia, 84, 25075 Nave BS, Italy",030 253 1663,,,4.0,121.0,pizzeria,,,,,,
Pizzeria Piccola Italia,"Brescia, Italy","Via Zara, 89, 25125 Brescia BS, Italy",030 242 5821,,,4.3,64.0,pizzeria,,,,,,
Pizzeria al Pescatore,"Brescia, Italy","Via dei Prati, 19, 25073 Bovezzo BS, Italy",030 271 1390,http://www.pizzerialpescatore.it/area_bimbi.html,pizzerialpescatore.it,4.1,663.0,pizzeria,,,,,,03619980984
Pizzeria mar rosso,"Brescia, Italy","Via Giuseppe Verdi, 28, 25073 Bovezzo BS, Italy",371 489 8643,,,3.8,15.0,pizzeria,,,,,,
Pizzeria Piadineria Take Away Sant'Eustacchio - Asporto e Domicilio,"Brescia, Italy","Via Sant'Eustacchio, 6, 25100 Brescia BS, Italy",388 995 0023,https://www.pizzeria-take-away-brescia.it/,pizzeria-take-away-brescia.it,4.2,464.0,pizzeria,georgis@alice.it,https://www.facebook.com/people/Pizzeria-Take-Away-Brescia/61588367764618/?rdid=Z2SHJQVBRRoSxjdW&amp;share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1B9rmcrkdx%2F,http://instagram.com/pizzeriatakeaway_bs,,"info.lamanna@gmail.com, georgis@alice.it","03185495, 075575023, 046849723"
Ristorante Pizzeria OVERÈ Pizzaioli Musicanti,"Brescia, Italy","Via Martorello, 10, 25014 Castenedolo BS, Italy",344 263 6705,http://www.overe.it/,overe.it,4.1,2076.0,pizzeria,,https://www.facebook.com/overepizzaiolimusicanti,https://www.instagram.com/overe_pizzaiolimusicanti/,,massimo@overe.it,"04219459875043, 09745592655763, 05489415"
Ristorante Pizzeria Al Grillo,"Brescia, Italy","Via G. Bevilacqua, 13, 25062 Concesio BS, Italy",030 275 1408,,,4.1,1371.0,pizzeria,,,,,,
Pizza's House,"Brescia, Italy","Via Angelo Zanelli, 42, 25124 Brescia BS, Italy",380 385 4355,,,4.2,138.0,pizzeria,,,,,,
"""I Tre Monelli"" Ristorante-Pizzeria","Brescia, Italy","Via Don Giacomo Vender, 87, 25127 Brescia BS, Italy",030 317015,,,4.2,588.0,pizzeria,,,,,,
Principessa Menna - Pizzeria D'Asporto,"Brescia, Italy","Piazza 28 Maggio, 4, 25073 Bovezzo BS, Italy",030 200 6613,,,4.1,138.0,pizzeria,,,,,,
Pizzeria Vita mia,"Brescia, Italy","Via Indipendenza, 19, 25135 Brescia BS, Italy",333 153 3647,,,5.0,32.0,pizzeria,,,,,,
pizzeria king,"Brescia, Italy","Via Carolina Bevilacqua, 42, 25126 Brescia BS, Italy",392 399 7887,,,3.7,26.0,pizzeria,,,,,,
"Bar, Pizzeria Keev","Brescia, Italy","Borgo Pietro Wuhrer, 113, 25123 Brescia BS, Italy",329 457 5177,,,3.8,8.0,pizzeria,,,,,,
Ristorante Pizzeria La Bussola,"Brescia, Italy","Via S. Polo, 67, 25124 Brescia BS, Italy",030 230 2777,http://www.bussolaristorante.it/,bussolaristorante.it,4.2,3724.0,pizzeria,info@bussolaristorante.it,https://www.facebook.com/pizzeria.la.bussola.brescia/,,,info@bussolaristorante.it,"03248290177, 02812439, 0063763273"
Ristorante Pizzeria Amalfitana,"Brescia, Italy","Via Pastrengo, 21, 25128 Brescia BS, Italy",030 370 1503,http://www.ristorantepizzeriaamalfitanabs.it/,ristorantepizzeriaamalfitanabs.it,4.0,334.0,pizzeria,rst.amalfitana@gmail.com,,,,rst.amalfitana@gmail.com,"030 3701503, 03067860175 -, +390303701503"
Kebaberia & pizzeria Le Pappen,"Brescia, Italy","Via Dante Alighieri, 32, 25064 Gussago BS, Italy",388 342 3455,,,4.0,107.0,pizzeria,,,,,,
Ristorante Pizzeria Boifava,"Brescia, Italy","Via Giuseppe Mazzini, 59, 25086 Rezzato BS, Italy",030 336 5185,https://www.ristorantepizzeriaboifava.it/,ristorantepizzeriaboifava.it,4.1,1786.0,pizzeria,ristoranteboifava@yahoo.it,https://www.facebook.com/RistorantePizzeriaBoifava/,,,ristoranteboifava@yahoo.it,"+39 030 3365185, 09005236, 004746311"
Bella Napoli,"Brescia, Italy","Via Montebello, 10, 25126 Brescia BS, Italy",030 208 0430,,,4.2,2018.0,pizzeria,,,,,,
Ristorante Pizzeria DA SONI,"Brescia, Italy","o via colombo 2 botticino sera, Via Valverde, 93, 25082 Botticino BS, Italy",030 345 9550,,,4.3,115.0,pizzeria,,,,,,
Pizzeria Charlie One,"Brescia, Italy","Via Galileo Galilei, 116, 25123 Brescia BS, Italy",333 142 3573,,,4.5,182.0,pizzeria,,,,,,
Pizzeria Da Tito asporto Zona Ospedale Civile,"Brescia, Italy","Via Luigi Galvani, 22, 25123 Brescia BS, Italy",030 634 2839,,,4.0,59.0,pizzeria,,,,,,
La Rotonda pizzeria kebab,"Brescia, Italy","Via E. Salgari, 3, 25125 Brescia BS, Italy",328 468 0376,,,4.2,188.0,pizzeria,,,,,,
Ristorante Pizzeria PERLA,"Brescia, Italy","Via Gramsci, 10, 25030 Castel Mella BS, Italy",030 636 3064,,,4.1,469.0,pizzeria,,,,,,
Pizzeria D' Asporto Il Nilo,"Brescia, Italy","Via Rodolfo da Concesio, 56, 25062 Concesio BS, Italy",030 275 4059,,,3.7,63.0,pizzeria,,,,,,
Fradiavolo Pizzeria - Brescia Centro,"Brescia, Italy","P.za Paolo VI, 26, 25121 Brescia BS, Italy",030 578 8295,https://www.fradiavolopizzeria.com/,fradiavolopizzeria.com,4.4,479.0,pizzeria,,https://www.facebook.com/fradiavolopizzaecucina,https://www.instagram.com/fradiavolopizza,,,"082 100 22, 09370969, 09 213 219"
Pizzeria del re,"Brescia, Italy","Via Massimo d'Azeglio, 46, 25128 Brescia BS, Italy",347 299 0880,https://www.instagram.com/pizzeria_del_re_44?igsh=OTU0dnA1NnVpbTBn&utm_source=qr,instagram.com,4.6,76.0,pizzeria,,,,,,
Pizzeria Zara,"Brescia, Italy","Via Zara, 49, 25125 Brescia BS, Italy",375 934 1047,,,3.4,34.0,pizzeria,,,,,,
Pizzeria Donia Di Gabr Mohamed,"Brescia, Italy","Via Enrico Berlinguer, 12, 25010 Borgosatollo BS, Italy",030 270 1899,,,4.5,51.0,pizzeria,,,,,,
Pizzeria Il Piacere srl,"Brescia, Italy","Viale del Piave, 53, 25123 Brescia BS, Italy",030 362082,http://pizzeriailpiacere.com/,pizzeriailpiacere.com,4.3,925.0,pizzeria,,,,,,"03543254, 03391200981"
Pizzeria I Partenopei Brescia,"Brescia, Italy","Via Vittorio Emanuele II, 39, 25122 Brescia BS, Italy",030 782 7244,https://ipartenopeibrescia.it/,ipartenopeibrescia.it,3.9,1646.0,pizzeria,ipartenopei17@gmail.com,https://www.facebook.com/ipartenopeibrescia,https://www.instagram.com/ipartenopei_brescia/,,ipartenopei17@gmail.com,"0999818932, 00169538, 07544874"
Global Kebabberia,"Taranto, Italy","Via Domenico Acclavio, 63, 74121 Taranto TA, Italy",351 334 9318,,,5.0,152.0,restaurant,,,,,,
Super Ramen Taranto,"Taranto, Italy","Via Dante Alighieri, 168, 74121 Taranto TA, Italy",352 097 0006,https://www.superramen.it/,superramen.it,4.9,60.0,restaurant,,,https://www.instagram.com/superramen_taranto/,,,"07843137254901, 098039216, 019607845"
Immagina - Home Restaurant,"Taranto, Italy","Via Tre Fontane, 9, 74122 Taranto TA, Italy",320 475 5082,https://www.instagram.com/immagina.homerestaurant/profilecard/?igsh=YXA3cG4xcWU4Z2lz,instagram.com,4.9,29.0,restaurant,,,,,,
La Piccola Locanda,"Taranto, Italy","Corso Italia, 79, 74121 Taranto TA, Italy",391 476 2056,,,4.7,114.0,restaurant,,,,,,
Glo coffee,"Taranto, Italy","Lungomare V. Emanuele III, 13, 74123 Taranto TA, Italy",099 990 3044,,,5.0,11.0,restaurant,,,,,,
Osaka Fusion Restaurant,"Taranto, Italy","Viale Magna Grecia, 447, 74121 Taranto TA, Italy",320 539 8209,https://sleek.bio/osaka,sleek.bio,4.2,526.0,restaurant,osakasushi447@gmail.com,,,,osakasushi447@gmail.com,
Il Porto,"Taranto, Italy","Via Porto, 8, 74123 Taranto TA, Italy",099 476 4886,,,4.2,1520.0,restaurant,,,,,,
Barbin,"Taranto, Italy","Via Principe Amedeo, 1/a, 74123 Taranto TA, Italy",099 696 0513,,,3.9,885.0,restaurant,,,,,,
Osteria Due Mari,"Taranto, Italy","Viale Virgilio, 65b/c, 74122 Taranto TA, Italy",329 238 9536,http://osteriaduemari.it/,osteriaduemari.it,4.4,399.0,restaurant,maurizio@osteriaduemari.it,https://www.facebook.com/newosteriaduemari/,https://www.instagram.com/osteria_due_mari?utm_source=qr&#038;igsh=eTNrM2RucWNhZzVv,,"osteriaduemari@libero.it, maurizio@osteriaduemari.it, info@portfolio.com","0074224-225, 000000000000000, 03233100738"
Trattoria L'Orologio,"Taranto, Italy","Viale Duca D'Aosta, 27, 74123 Taranto TA, Italy",099 460 8736,,,4.4,3420.0,restaurant,,,,,,
Le Due Fontane,"Taranto, Italy","Via Anfiteatro, 54, 74123 Taranto TA, Italy",338 104 6170,,,4.3,966.0,restaurant,,,,,,
Masseria Acquasale Relais & Restaurant,"Taranto, Italy","SS7ter, Via Roma Complanare Nord, Via Simone Veil, 74027 San Giorgio Ionico TA, Italy",099 671 5648,https://www.masseriacquasale.com/,masseriacquasale.com,4.6,197.0,restaurant,info@masseriacquasale.com,,,,info@masseriacquasale.com,"08641586, 03756583, 01-11-2023"
La Locanda dei Briganti,"Taranto, Italy","Via Duomo, 262, 74123 Taranto TA, Italy",099 942 3106,https://www.facebook.com/lalocandadeibrigantiTa/info/?entry_point=page_nav_about_item&tab=overview,facebook.com,4.4,898.0,restaurant,,https://www.facebook.com/login,,,,"056839232, 075684469438, 036338179"
Briciole di Gusto,"Taranto, Italy","Via Lombardia, 75, 74121 Taranto TA, Italy",099 671 3432,,,4.4,39.0,restaurant,,,,,,
TAGii - Restaurant Bistrot Sea Experience,"Taranto, Italy","Via Duomo, 285, 74123 Taranto TA, Italy",327 443 4286,https://tagii.restaurant/,tagii.restaurant,4.6,1254.0,restaurant,,https://facebook.com,,,info@tagii.restaurant,"+39 327 443 4286, 042088888672, 07259834"
Millegusti Ramen,"Taranto, Italy","Via Cataldo Nitti, 16c, 74123 Taranto TA, Italy",099 221 0821,,,4.7,121.0,restaurant,,,,,,
Gente di Mare,"Taranto, Italy","Via Giuseppe Garibaldi, 254, 74123 Taranto TA, Italy",099 946 8295,http://www.gentedimaretaranto.it/,gentedimaretaranto.it,4.4,2448.0,restaurant,,,,,,
Barrio Taranto,"Taranto, Italy","Via Duomo, 265, 74123 Taranto TA, Italy",348 627 8886,https://www.facebook.com/barrio.taranto,facebook.com,3.8,165.0,restaurant,,https://www.facebook.com/barrio.taranto,,,,"056839232, 075684469438, 036338179"
50 Brooklyn Ristorante Pizzeria Pub,"Taranto, Italy","Via Pitagora, 100, 74123 Taranto TA, Italy",340 101 7851,,,4.6,477.0,restaurant,,,,,,
Pescheria da Cesarino,"Taranto, Italy","Via Cesare Battisti, 5192, 74121 Taranto TA, Italy",099 779 4101,,,4.5,4503.0,restaurant,,,,,,
La Pignata,"Taranto, Italy","Viale Magna Grecia, 41, 74121 Taranto TA, Italy",099 779 4467,,,4.6,1614.0,restaurant,,,,,,
Al Canale,"Taranto, Italy","Discesa Vasto, 74123 Taranto TA, Italy",099 476 4201,,,4.2,940.0,restaurant,,,,,,
Bâtiment,"Taranto, Italy","Via Anfiteatro, 135, 74123 Taranto TA, Italy",366 179 5385,,,4.5,120.0,restaurant,,,,,,
Merak Restaurant,"Taranto, Italy","Via Principe Amedeo, 1A, 74123 Taranto TA, Italy",351 301 8720,https://merakristorante.it/,merakristorante.it,4.8,51.0,restaurant,info@merakristorante.it,https://www.facebook.com/profile.php?id=61554742612445,https://www.instagram.com/merakristorante/,,info@merakristorante.it,"+390996960513, 024-11-03 08, +39 099 696 0513"
Stellamaris,"Taranto, Italy","Viale Duca D'Aosta, 21/A, 74123 Taranto TA, Italy",388 369 8333,http://www.stellamaris.taranto.it/,stellamaris.taranto.it,4.7,791.0,restaurant,info@stellamaris.taranto.it,https://www.facebook.com/ristorantestellamaristaranto,https://www.instagram.com/stellamaris_taranto/,,info@stellamaris.taranto.it,"+393385422366, +393883698333, 040135543"
Picce de Fame,"Taranto, Italy","Via Duomo, 254, 74123 Taranto TA, Italy",099 470 7924,https://www.facebook.com/pages/Pizzeria-Picce-De-Fame/272803806256383,facebook.com,3.7,593.0,restaurant,,https://www.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"056839232, 075684469438, 036338179"
gega pizzeria,"Taranto, Italy","Via Cataldo Nitti, 54, 74123 Taranto TA, Italy",376 144 0862,,,4.8,190.0,restaurant,,,,,,
Love Pizza Restaurant Via Lucania,"Taranto, Italy","Via Lucania, 72, 74121 Taranto TA, Italy",099 400 0183,https://lovepizza.at/,lovepizza.at,4.8,19.0,restaurant,,,https://www.instagram.com/lovepizzarestaurant/,,,"03361550738, 05363200, 07955200"
In Rada Restaurant,"Taranto, Italy","Via Giuseppe Garibaldi, 148, 74123 Taranto TA, Italy",346 725 8062,https://inradarestaurant.it/,inradarestaurant.it,4.7,362.0,restaurant,info@inradarestaurant.it,https://www.facebook.com/profile.php?id=100092865326253,https://www.instagram.com/inradarestaurant,,info@inradarestaurant.it,"024-11-03 08, +39 346 725 8062, 091661254300381"
Famila Bistrò,"Taranto, Italy","Viale Europa, 147, 74029 Talsano TA, Italy",099 771 5610,https://familabistro.it/,familabistro.it,4.0,27.0,restaurant,contatti@megamark.it,https://www.facebook.com/familasuditalia,https://www.instagram.com/familasuditalia/,,contatti@megamark.it,"01878291, 00000000 100, 089209850062616"
La Sirenetta,"Taranto, Italy","Via Madonna della Pace, 3, 74123 Taranto TA, Italy",329 845 0564,https://www.facebook.com/ristorantela.pastoreemilio/,facebook.com,3.6,781.0,restaurant,,https://www.facebook.com/ristorantela.pastoreemilio,,,,"056839232, 075684469438, 036338179"
DaMò Sapori & Salute,"Taranto, Italy","Viale Trentino, 36, 74121 Taranto TA, Italy",099 400 5852,https://www.ristorantedamo.it/,ristorantedamo.it,4.2,2148.0,restaurant,info@ristorantedamo.it,https://www.facebook.com/damosaporiesalute,https://www.instagram.com/damosaporiesalute,,info@ristorantedamo.it,"096879530, 020222494, +390994005852"
